,userId,movieId,rating
16883,134,333,4.0
16884,134,337,3.0
16885,134,342,3.0
16886,134,349,3.0
16887,134,353,3.0
16888,134,354,3.0
16889,134,356,3.0
16890,134,357,3.0
16891,134,366,3.0
16892,134,367,3.0
16893,134,371,3.0
16894,134,372,3.0
16895,134,376,3.0
16896,134,377,2.0
16897,134,409,3.0
16898,134,417,3.0
16899,134,419,2.0
16900,134,426,2.0
16901,134,427,3.0
16902,134,428,4.0
16903,134,431,4.0
16904,134,435,3.0
16905,134,441,5.0
16906,134,442,2.0
16907,134,456,4.0
16908,134,457,3.0
16909,134,475,4.0
16910,134,477,3.0
16911,134,480,4.0
16912,134,481,3.0
16913,134,490,4.0
16914,134,493,4.0
17403,135,1,4.0
17404,135,11,3.5
17405,135,19,0.5
17406,135,34,4.0
17407,135,36,3.0
17408,135,39,0.5
17409,135,62,5.0
17410,135,73,5.0
17411,135,110,3.5
17412,135,150,4.0
17413,135,158,4.0
17414,135,185,2.0
17415,135,186,1.5
17416,135,208,0.5
17417,135,231,1.5
17418,135,261,2.0
17419,135,277,3.5
17420,135,292,3.0
17421,135,296,0.5
17422,135,318,4.5
17423,135,339,3.5
17424,135,344,0.5
17425,135,356,4.0
17426,135,357,3.5
17427,135,364,2.5
17428,135,376,3.5
17429,135,480,2.5
17556,136,1,5.0
17557,136,150,5.0
17558,136,356,5.0
17652,137,1,4.0
17653,137,2,3.0
17654,137,6,5.0
17655,137,10,3.0
17656,137,15,4.0
17657,137,70,4.0
17658,137,89,3.0
17659,137,95,3.0
17660,137,110,5.0
17661,137,124,4.0
17662,137,153,4.0
17663,137,161,4.0
17664,137,163,2.0
17665,137,186,2.0
17666,137,260,5.0
17667,137,296,5.0
17668,137,316,2.0
17669,137,317,2.0
17670,137,318,5.0
17671,137,327,4.0
17672,137,329,3.0
17673,137,337,4.0
17674,137,356,5.0
17675,137,360,2.0
17676,137,364,3.0
17677,137,367,3.0
17678,137,368,3.0
17679,137,377,5.0
17680,137,380,4.0
17681,137,427,2.0
17682,137,435,3.0
17683,137,457,4.0
17684,137,466,2.0
17685,137,473,2.0
17686,137,474,4.0
17687,137,480,5.0
18032,138,110,5.0
18033,138,296,4.0
18034,138,318,5.0
18035,138,356,5.0
18036,138,364,2.0
18037,138,457,5.0
18114,139,19,2.0
18115,139,172,3.0
18116,139,173,2.0
18117,139,193,3.0
18118,139,231,4.0
18119,139,288,2.0
18120,139,344,3.0
18121,139,420,3.0
18122,139,435,3.0
18144,140,1,4.0
18145,140,5,3.0
18146,140,6,4.0
18147,140,10,4.0
18148,140,16,4.0
18149,140,20,3.0
18150,140,21,4.0
18151,140,25,5.0
18152,140,32,5.0
18153,140,45,4.0
18154,140,50,5.0
18155,140,55,2.0
18156,140,64,3.0
18157,140,68,5.0
18158,140,76,2.0
18159,140,81,2.0
18160,140,95,4.0
18161,140,112,4.0
18162,140,117,3.0
18163,140,125,4.0
18164,140,150,5.0
18165,140,162,4.0
18166,140,163,4.0
18167,140,164,4.0
18168,140,170,5.0
18169,140,172,3.0
18170,140,178,5.0
18171,140,180,5.0
18172,140,184,4.0
18173,140,185,3.0
18174,140,193,2.0
18175,140,194,4.0
18176,140,196,2.0
18177,140,198,4.0
18178,140,223,5.0
18179,140,233,5.0
18180,140,252,4.0
18181,140,260,4.0
18182,140,265,4.0
18183,140,282,3.0
18184,140,288,4.0
18185,140,293,5.0
18186,140,295,3.0
18187,140,296,5.0
18188,140,316,2.0
18189,140,329,4.0
18190,140,338,3.0
18191,140,353,4.0
18192,140,356,2.0
18193,140,367,4.0
18194,140,370,4.0
18195,140,380,5.0
18196,140,383,3.0
18197,140,410,4.0
18198,140,432,3.0
18199,140,442,2.0
18200,140,445,3.0
18201,140,457,4.0
18202,140,466,3.0
18203,140,467,3.0
18204,140,471,4.0
18205,140,480,4.0
18206,140,494,3.0
18399,141,47,4.5
18400,141,50,4.0
18401,141,296,4.0
18402,141,318,4.5
18403,141,382,1.0
18459,142,2,4.0
18460,142,16,4.0
18461,142,17,4.0
18462,142,25,4.0
18463,142,36,4.0
18464,142,39,3.0
18465,142,58,5.0
18466,142,105,4.0
18467,142,111,4.0
18468,142,150,4.0
18469,142,165,3.0
18470,142,186,3.0
18471,142,194,3.0
18472,142,225,3.0
18473,142,227,3.0
18474,142,248,3.0
18475,142,253,3.0
18476,142,256,3.0
18477,142,260,3.0
18478,142,261,4.0
18479,142,266,4.0
18480,142,273,4.0
18481,142,277,5.0
18482,142,288,3.0
18483,142,292,3.0
18484,142,293,3.0
18485,142,296,3.0
18486,142,300,3.0
18487,142,306,3.0
18488,142,307,4.0
18489,142,308,3.0
18490,142,315,3.0
18491,142,316,4.0
18492,142,317,3.0
18493,142,318,4.0
18494,142,329,3.0
18495,142,333,3.0
18496,142,339,3.0
18497,142,344,1.0
18498,142,355,1.0
18499,142,356,5.0
18500,142,357,4.0
18501,142,364,3.0
18502,142,371,3.0
18503,142,377,3.0
18504,142,380,3.0
18505,142,417,3.0
18506,142,420,2.0
18507,142,432,3.0
18508,142,434,3.0
18509,142,457,4.0
18510,142,468,4.0
18511,142,480,5.0
18512,142,491,3.0
18523,143,1,4.0
18524,143,3,3.0
18525,143,6,4.0
18526,143,7,4.0
18527,143,32,3.0
18528,143,36,3.0
18529,143,95,3.0
18530,143,112,3.0
18531,143,141,5.0
18532,143,260,4.0
18533,143,376,3.0
18534,143,494,4.0
18563,144,1,3.0
18564,144,6,4.0
18565,144,10,1.0
18566,144,21,5.0
18567,144,34,1.0
18568,144,39,3.0
18569,144,45,5.0
18570,144,50,5.0
18571,144,110,1.0
18572,144,145,1.0
18573,144,223,5.0
18574,144,295,4.0
18575,144,296,4.0
18576,144,342,4.0
18577,144,349,4.0
18578,144,356,1.0
18579,144,380,1.0
18580,144,441,3.0
18581,144,457,5.0
18582,144,480,2.0
18583,144,497,4.0
18718,146,1,3.0
18719,146,110,2.0
18720,146,150,5.0
18721,146,153,3.0
18722,146,165,3.0
18723,146,185,5.0
18724,146,208,3.0
18725,146,231,1.0
18726,146,288,1.0
18727,146,292,4.0
18728,146,296,3.0
18729,146,300,3.0
18730,146,316,5.0
18731,146,339,5.0
18732,146,344,3.0
18733,146,380,3.0
18734,146,410,3.0
18735,146,434,5.0
18740,147,1,4.5
18741,147,6,4.0
18742,147,19,3.5
18743,147,25,3.5
18744,147,32,3.5
18745,147,47,5.0
18746,147,50,4.0
18747,147,70,3.0
18748,147,95,2.0
18749,147,104,4.5
18750,147,110,3.0
18751,147,112,4.0
18752,147,141,3.5
18753,147,153,1.0
18754,147,161,3.0
18755,147,223,4.0
18756,147,231,3.5
18757,147,235,3.0
18758,147,253,2.5
18759,147,260,4.0
18760,147,265,3.0
18761,147,288,4.5
18762,147,292,2.0
18763,147,293,4.0
18764,147,296,4.0
18765,147,318,5.0
18766,147,329,3.0
18767,147,344,4.0
18768,147,357,4.0
18769,147,364,3.0
18770,147,367,2.0
18771,147,370,4.0
18772,147,377,3.0
18773,147,380,2.0
18774,147,410,3.5
18775,147,457,2.5
18776,147,471,4.5
18777,147,480,3.0
19052,148,7,4.0
19053,148,17,5.0
19054,148,18,1.0
19055,148,25,2.0
19056,148,39,4.0
19057,148,46,4.0
19058,148,58,4.0
19059,148,74,3.0
19060,148,86,2.0
19061,148,163,1.0
19062,148,182,2.0
19063,148,222,4.0
19064,148,224,3.0
19065,148,252,2.0
19066,148,270,3.0
19067,148,289,5.0
19068,148,339,5.0
19069,148,342,4.0
19070,148,353,2.0
19071,148,356,5.0
19072,148,362,3.0
19073,148,368,3.0
19074,148,440,5.0
19075,148,468,3.0
19076,148,469,3.0
19077,148,497,5.0
19180,149,1,5.0
19181,149,32,3.0
19182,149,39,3.0
19183,149,173,4.0
19184,149,185,3.0
19185,149,253,3.0
19186,149,316,4.0
19187,149,318,3.0
19188,149,329,3.0
19189,149,344,3.0
19190,149,356,1.0
19191,149,364,4.0
19192,149,367,4.0
19193,149,377,3.0
19194,149,380,4.0
19195,149,410,4.0
19196,149,420,3.0
19197,149,435,3.0
19198,149,442,3.0
19199,149,480,3.0
19209,150,107,3.0
19210,150,223,2.5
19211,150,455,1.5
19235,151,58,1.0
19236,151,104,4.0
19237,151,112,3.0
19238,151,151,2.5
19239,151,173,0.5
19240,151,260,4.5
19241,151,318,4.5
19242,151,329,3.0
19243,151,349,3.0
19244,151,370,2.5
19245,151,432,2.0
19246,151,435,1.5
19247,151,466,3.0
19290,152,2,3.0
19291,152,16,4.5
19292,152,19,2.5
19293,152,39,5.0
19294,152,47,4.0
19295,152,50,4.0
19296,152,72,2.0
19297,152,104,3.0
19298,152,141,3.5
19299,152,150,3.5
19300,152,153,4.0
19301,152,185,2.5
19302,152,231,5.0
19303,152,235,3.5
19304,152,260,3.5
19305,152,296,4.0
19306,152,337,4.0
19307,152,339,2.0
19308,152,344,3.5
19309,152,356,2.0
19310,152,357,3.0
19311,152,364,4.0
19312,152,367,4.0
19313,152,377,3.5
19314,152,480,4.5
19444,153,11,4.0
19445,153,21,4.5
19446,153,25,4.5
19447,153,36,3.0
19448,153,39,4.5
19449,153,50,5.0
19450,153,62,2.5
19451,153,110,5.0
19452,153,111,5.0
19453,153,141,4.5
19454,153,150,4.0
19455,153,185,2.0
19456,153,208,1.5
19457,153,223,5.0
19458,153,231,2.5
19459,153,288,4.5
19460,153,296,5.0
19461,153,300,4.5
19462,153,318,5.0
19463,153,333,4.5
19464,153,342,4.5
19465,153,356,3.5
19466,153,357,5.0
19467,153,367,5.0
19468,153,377,4.0
19469,153,380,4.5
19470,153,432,1.5
19471,153,440,4.5
19472,153,454,4.5
19473,153,457,5.0
19474,153,480,4.0
19475,153,497,4.5
19572,154,6,4.5
19573,154,10,4.0
19574,154,21,3.5
19575,154,39,3.0
19576,154,47,4.0
19577,154,50,4.5
19578,154,70,3.0
19579,154,111,4.0
19580,154,150,4.0
19581,154,163,4.0
19582,154,165,2.5
19583,154,215,5.0
19584,154,223,5.0
19585,154,231,4.0
19586,154,235,4.0
19587,154,260,3.5
19588,154,296,5.0
19589,154,333,3.0
19590,154,356,4.0
19591,154,367,3.0
19592,154,380,3.5
19593,154,457,3.5
19594,154,474,4.0
19595,154,480,3.0
19783,155,1,2.5
19784,155,29,4.0
19785,155,32,4.5
19786,155,44,2.0
19787,155,50,4.0
19788,155,260,4.5
19789,155,296,5.0
19846,156,1,5.0
19847,156,2,5.0
19848,156,3,2.0
19849,156,4,3.0
19850,156,5,3.0
19851,156,6,4.0
19852,156,7,4.0
19853,156,9,3.0
19854,156,10,4.0
19855,156,11,5.0
19856,156,12,3.0
19857,156,15,4.0
19858,156,16,4.0
19859,156,17,4.0
19860,156,18,3.0
19861,156,20,3.0
19862,156,21,4.0
19863,156,22,4.0
19864,156,23,3.0
19865,156,24,4.0
19866,156,25,4.0
19867,156,32,5.0
19868,156,34,3.0
19869,156,35,4.0
19870,156,36,3.5
19871,156,40,3.0
19872,156,42,3.0
19873,156,43,4.0
19874,156,45,2.0
19875,156,47,4.0
19876,156,50,5.0
19877,156,52,3.0
19878,156,57,3.0
19879,156,60,4.0
19880,156,61,3.0
19881,156,62,4.0
19882,156,64,4.0
19883,156,65,3.0
19884,156,70,4.0
19885,156,74,4.0
19886,156,76,4.0
19887,156,79,3.0
19888,156,86,3.0
19889,156,87,2.0
19890,156,89,4.0
19891,156,92,3.0
19892,156,93,4.0
19893,156,95,4.0
19894,156,104,2.0
19895,156,105,4.0
19896,156,110,5.0
19897,156,111,4.0
19898,156,112,3.0
19899,156,113,3.0
19900,156,122,2.0
19901,156,129,4.0
19902,156,131,3.0
19903,156,132,4.0
19904,156,135,4.0
19905,156,140,3.0
19906,156,141,4.0
19907,156,149,4.0
19908,156,150,5.0
19909,156,152,4.0
19910,156,153,3.0
19911,156,155,4.0
19912,156,157,2.0
19913,156,158,3.0
19914,156,160,4.0
19915,156,161,4.0
19916,156,163,4.0
19917,156,164,4.0
19918,156,165,4.0
19919,156,168,4.0
19920,156,170,4.0
19921,156,171,3.0
19922,156,172,4.0
19923,156,173,3.0
19924,156,177,3.0
19925,156,179,3.0
19926,156,183,4.0
19927,156,185,5.0
19928,156,186,3.0
19929,156,187,4.0
19930,156,188,4.0
19931,156,189,3.0
19932,156,196,4.0
19933,156,198,4.0
19934,156,201,4.0
19935,156,204,3.0
19936,156,207,4.0
19937,156,208,3.0
19938,156,209,2.0
19939,156,212,2.0
19940,156,216,2.0
19941,156,218,4.0
19942,156,222,3.0
19943,156,224,4.5
19944,156,225,4.0
19945,156,227,4.0
19946,156,229,4.0
19947,156,230,4.0
19948,156,231,1.0
19949,156,232,3.0
19950,156,234,5.0
19951,156,236,4.0
19952,156,237,3.0
19953,156,249,3.0
19954,156,251,3.0
19955,156,252,3.0
19956,156,253,5.0
19957,156,254,3.0
19958,156,256,3.0
19959,156,257,4.0
19960,156,266,5.0
19961,156,267,2.0
19962,156,270,3.0
19963,156,271,3.0
19964,156,274,4.0
19965,156,276,4.0
19966,156,278,3.0
19967,156,281,4.0
19968,156,282,5.0
19969,156,287,3.0
19970,156,288,2.0
19971,156,289,3.0
19972,156,290,2.0
19973,156,292,4.0
19974,156,293,5.0
19975,156,296,5.0
19976,156,302,3.0
19977,156,303,5.0
19978,156,315,4.0
19979,156,316,4.0
19980,156,317,4.0
19981,156,318,5.0
19982,156,320,3.0
19983,156,322,2.0
19984,156,324,3.5
19985,156,327,4.0
19986,156,329,3.0
19987,156,333,3.0
19988,156,337,4.0
19989,156,338,4.0
19990,156,342,3.0
19991,156,344,3.0
19992,156,345,3.0
19993,156,349,5.0
19994,156,350,5.0
19995,156,351,4.0
19996,156,353,4.0
19997,156,355,3.0
19998,156,356,5.0
19999,156,357,3.0
20000,156,360,3.0
20001,156,361,4.0
20002,156,362,4.0
20003,156,364,4.0
20004,156,365,3.0
20005,156,367,4.0
20006,156,368,4.0
20007,156,369,3.0
20008,156,374,3.0
20009,156,377,5.0
20010,156,378,3.0
20011,156,379,3.0
20012,156,380,5.0
20013,156,382,4.0
20014,156,383,4.0
20015,156,384,4.0
20016,156,387,3.0
20017,156,394,3.0
20018,156,396,3.0
20019,156,397,3.0
20020,156,405,4.0
20021,156,410,3.0
20022,156,411,3.0
20023,156,412,3.0
20024,156,413,3.0
20025,156,414,3.0
20026,156,415,2.0
20027,156,416,4.0
20028,156,417,2.0
20029,156,419,3.0
20030,156,420,4.0
20031,156,426,4.0
20032,156,427,3.0
20033,156,429,3.0
20034,156,432,3.0
20035,156,433,4.0
20036,156,434,4.0
20037,156,435,3.0
20038,156,436,4.0
20039,156,437,4.0
20040,156,438,3.0
20041,156,442,4.0
20042,156,445,3.0
20043,156,448,3.0
20044,156,450,4.0
20045,156,451,3.0
20046,156,453,3.0
20047,156,454,4.0
20048,156,455,3.0
20049,156,457,5.0
20050,156,459,4.0
20051,156,463,4.0
20052,156,464,3.0
20053,156,466,3.0
20054,156,468,3.0
20055,156,469,3.0
20056,156,471,3.0
20057,156,472,3.0
20058,156,473,4.0
20059,156,474,4.0
20060,156,477,4.0
20061,156,478,3.0
20062,156,480,5.0
20063,156,481,3.0
20064,156,482,2.0
20065,156,485,3.0
20066,156,487,2.0
20067,156,489,3.0
20068,156,490,5.0
20069,156,491,5.0
20070,156,494,4.0
20071,156,497,4.0
20072,156,498,3.0
20073,156,499,3.0
22025,157,10,3.0
22026,157,16,4.0
22027,157,21,1.0
22028,157,110,5.0
22029,157,157,2.0
22030,157,260,5.0
22031,157,266,5.0
22032,157,356,5.0
22033,157,380,4.0
22034,157,457,4.0
22035,157,466,2.0
22036,157,473,1.0
22037,157,480,3.0
22139,158,2,3.0
22140,158,3,2.0
22141,158,4,3.0
22142,158,5,3.0
22143,158,6,4.0
22144,158,7,3.0
22145,158,10,3.0
22146,158,11,4.0
22147,158,14,5.0
22148,158,15,3.0
22149,158,16,4.0
22150,158,17,4.0
22151,158,19,1.0
22152,158,20,2.0
22153,158,21,4.0
22154,158,22,3.0
22155,158,23,3.0
22156,158,24,3.0
22157,158,25,4.0
22158,158,28,3.0
22159,158,31,3.0
22160,158,32,4.0
22161,158,34,5.0
22162,158,36,5.0
22163,158,39,4.0
22164,158,44,1.0
22165,158,45,4.0
22166,158,47,5.0
22167,158,48,3.0
22168,158,50,3.0
22169,158,52,4.0
22170,158,58,5.0
22171,158,60,4.0
22172,158,62,3.0
22173,158,65,1.0
22174,158,95,3.0
22175,158,104,3.0
22176,158,105,5.0
22177,158,110,3.0
22178,158,112,3.0
22179,158,122,3.0
22180,158,132,3.0
22181,158,140,2.0
22182,158,141,3.0
22183,158,144,4.0
22184,158,145,1.0
22185,158,150,3.0
22186,158,151,4.0
22187,158,153,3.0
22188,158,158,3.0
22189,158,160,2.0
22190,158,161,3.0
22191,158,163,3.0
22192,158,164,4.0
22193,158,165,3.0
22194,158,168,3.0
22195,158,169,2.0
22196,158,170,3.0
22197,158,172,2.0
22198,158,173,2.0
22199,158,174,1.0
22200,158,181,1.0
22201,158,185,3.0
22202,158,186,3.0
22203,158,188,3.0
22204,158,193,2.0
22205,158,194,5.0
22206,158,195,3.0
22207,158,196,3.0
22208,158,198,5.0
22209,158,203,3.0
22210,158,204,3.0
22211,158,207,5.0
22212,158,208,3.0
22213,158,216,2.0
22214,158,218,4.0
22215,158,222,4.0
22216,158,224,3.0
22217,158,230,4.0
22218,158,231,4.0
22219,158,233,4.0
22220,158,235,5.0
22221,158,236,3.0
22222,158,237,3.0
22223,158,246,5.0
22224,158,248,2.0
22225,158,249,5.0
22226,158,257,3.0
22227,158,258,3.0
22228,158,262,5.0
22229,158,267,3.0
22230,158,272,4.0
22231,158,274,2.0
22232,158,275,2.0
22233,158,280,2.0
22234,158,281,4.0
22235,158,288,5.0
22236,158,290,5.0
22237,158,292,2.0
22238,158,296,5.0
22239,158,300,5.0
22240,158,312,4.0
22241,158,314,4.0
22242,158,315,2.0
22243,158,318,5.0
22244,158,319,4.0
22245,158,325,2.0
22246,158,328,3.0
22247,158,333,2.0
22248,158,338,3.0
22249,158,339,3.0
22250,158,342,5.0
22251,158,343,3.0
22252,158,344,2.0
22253,158,345,4.0
22254,158,353,3.0
22255,158,356,5.0
22256,158,357,4.0
22257,158,361,4.0
22258,158,370,3.0
22259,158,371,4.0
22260,158,377,4.0
22261,158,380,4.0
22262,158,382,3.0
22263,158,405,2.0
22264,158,412,5.0
22265,158,415,3.0
22266,158,417,4.0
22267,158,420,2.0
22268,158,421,3.0
22269,158,426,3.0
22270,158,428,5.0
22271,158,434,3.0
22272,158,435,2.0
22273,158,437,1.0
22274,158,440,3.0
22275,158,448,3.0
22276,158,454,3.0
22277,158,455,4.0
22278,158,457,5.0
22279,158,466,4.0
22280,158,468,4.0
22281,158,471,5.0
22282,158,474,5.0
22283,158,475,4.0
22284,158,477,5.0
22285,158,480,3.0
22286,158,481,4.0
22287,158,485,3.0
22288,158,489,3.0
22289,158,494,2.0
22329,159,1,5.0
22330,159,5,3.0
22331,159,10,3.0
22332,159,17,5.0
22333,159,34,5.0
22334,159,62,3.0
22335,159,135,3.0
22336,159,261,4.0
22337,159,364,4.0
22338,159,367,4.0
22339,159,376,4.0
22340,159,377,4.0
22341,159,457,4.0
22342,159,480,4.0
22343,159,497,4.0
22355,160,1,5.0
22356,160,11,5.0
22357,160,21,5.0
22358,160,22,3.0
22359,160,23,3.0
22360,160,24,3.0
22361,160,31,2.0
22362,160,34,4.0
22363,160,39,3.0
22364,160,45,3.0
22365,160,47,3.0
22366,160,48,3.0
22367,160,50,5.0
22368,160,57,4.0
22369,160,102,3.0
22370,160,110,3.0
22371,160,111,3.0
22372,160,122,3.0
22373,160,141,5.0
22374,160,150,4.0
22375,160,153,3.0
22376,160,157,3.0
22377,160,161,4.0
22378,160,163,4.0
22379,160,165,3.0
22380,160,170,2.0
22381,160,172,3.0
22382,160,185,3.0
22383,160,186,3.0
22384,160,193,1.0
22385,160,195,3.0
22386,160,198,5.0
22387,160,203,3.0
22388,160,204,3.0
22389,160,205,3.0
22390,160,206,3.0
22391,160,207,4.0
22392,160,212,3.0
22393,160,216,3.0
22394,160,218,3.0
22395,160,223,3.0
22396,160,225,2.0
22397,160,231,4.0
22398,160,234,2.0
22399,160,236,3.0
22400,160,248,3.0
22401,160,252,4.0
22402,160,253,3.0
22403,160,256,3.0
22404,160,257,3.0
22405,160,261,4.0
22406,160,266,2.0
22407,160,274,3.0
22408,160,280,3.0
22409,160,288,2.0
22410,160,289,3.0
22411,160,296,5.0
22412,160,300,3.0
22413,160,316,3.0
22414,160,317,3.0
22415,160,322,3.0
22416,160,325,3.0
22417,160,333,4.0
22418,160,337,5.0
22419,160,338,3.0
22420,160,339,4.0
22421,160,340,3.0
22422,160,349,3.0
22423,160,350,3.0
22424,160,351,3.0
22425,160,353,4.0
22426,160,355,2.0
22427,160,356,5.0
22428,160,357,5.0
22429,160,361,4.0
22430,160,364,3.0
22431,160,368,4.0
22432,160,370,3.0
22433,160,371,4.0
22434,160,372,3.0
22435,160,377,5.0
22436,160,380,5.0
22437,160,381,4.0
22438,160,382,3.0
22439,160,384,3.0
22440,160,412,3.0
22441,160,413,3.0
22442,160,415,3.0
22443,160,416,3.0
22444,160,417,4.0
22445,160,419,3.0
22446,160,420,3.0
22447,160,432,2.0
22448,160,433,3.0
22449,160,434,3.0
22450,160,440,4.0
22451,160,442,3.0
22452,160,450,2.0
22453,160,453,4.0
22454,160,454,4.0
22455,160,455,3.0
22456,160,457,5.0
22457,160,466,3.0
22458,160,468,4.0
22459,160,472,3.0
22460,160,474,4.0
22461,160,475,4.0
22462,160,480,4.0
22463,160,481,4.0
22464,160,485,3.0
22465,160,489,3.0
22466,160,490,3.0
22467,160,497,3.0
22508,161,44,0.5
22509,161,277,2.0
22510,161,475,3.0
22533,162,1,3.0
22534,162,29,3.5
22535,162,58,1.5
22536,162,70,1.5
22537,162,104,2.0
22538,162,110,3.5
22539,162,168,3.0
22540,162,180,3.5
22541,162,196,1.5
22542,162,223,3.5
22543,162,260,3.5
22544,162,293,3.0
22545,162,296,3.5
22546,162,344,4.0
22547,162,356,3.0
22548,162,364,4.0
22723,163,13,4.0
22724,163,32,4.5
22725,163,47,5.0
22726,163,318,5.0
22727,163,344,4.0
22728,163,356,3.5
22729,163,364,4.0
22794,164,2,3.0
22795,164,6,5.0
22796,164,10,5.0
22797,164,16,4.0
22798,164,19,4.0
22799,164,21,5.0
22800,164,22,3.0
22801,164,25,5.0
22802,164,31,3.0
22803,164,32,3.0
22804,164,39,3.0
22805,164,44,3.0
22806,164,47,5.0
22807,164,95,4.0
22808,164,105,1.0
22809,164,110,5.0
22810,164,141,4.0
22811,164,151,4.0
22812,164,153,4.0
22813,164,160,3.0
22814,164,163,5.0
22815,164,165,5.0
22816,164,168,5.0
22817,164,172,1.0
22818,164,173,4.0
22819,164,186,3.0
22820,164,193,3.0
22821,164,196,4.0
22822,164,204,4.0
22823,164,231,3.0
22824,164,253,5.0
22825,164,273,5.0
22826,164,288,5.0
22827,164,292,5.0
22828,164,293,5.0
22829,164,296,5.0
22830,164,315,3.0
22831,164,316,5.0
22832,164,317,3.0
22833,164,344,3.0
22834,164,349,5.0
22835,164,353,5.0
22836,164,355,3.0
22837,164,356,4.0
22838,164,367,4.0
22839,164,368,4.0
22840,164,370,4.0
22841,164,377,4.0
22842,164,380,4.0
22843,164,410,4.0
22844,164,420,4.0
22845,164,434,3.0
22846,164,442,4.0
22847,164,466,3.0
22848,164,474,4.0
22849,164,480,4.0
22850,164,485,3.0
22864,165,2,3.0
22865,165,8,3.0
22866,165,11,3.0
22867,165,13,3.0
22868,165,22,2.0
22869,165,24,4.0
22870,165,34,3.0
22871,165,47,3.0
22872,165,48,4.0
22873,165,50,3.0
22874,165,54,3.0
22875,165,57,3.0
22876,165,60,3.0
22877,165,71,4.0
22878,165,79,3.0
22879,165,87,3.0
22880,165,93,1.0
22881,165,110,5.0
22882,165,111,1.0
22883,165,146,3.0
22884,165,150,3.0
22885,165,151,4.0
22886,165,153,2.0
22887,165,158,4.0
22888,165,160,3.0
22889,165,168,4.0
22890,165,169,3.0
22891,165,174,3.0
22892,165,185,3.0
22893,165,186,2.0
22894,165,195,2.0
22895,165,200,2.0
22896,165,201,3.0
22897,165,207,4.0
22898,165,219,5.0
22899,165,231,1.0
22900,165,236,3.0
22901,165,238,3.0
22902,165,239,3.0
22903,165,243,1.0
22904,165,245,2.0
22905,165,248,2.0
22906,165,257,3.0
22907,165,258,3.0
22908,165,261,3.0
22909,165,262,3.0
22910,165,266,3.0
22911,165,267,3.0
22912,165,271,5.0
22913,165,272,2.0
22914,165,274,3.0
22915,165,275,1.0
22916,165,276,3.0
22917,165,292,2.0
22918,165,300,3.0
22919,165,313,3.0
22920,165,314,2.0
22921,165,316,2.0
22922,165,317,3.0
22923,165,318,3.0
22924,165,339,3.0
22925,165,342,3.0
22926,165,344,1.0
22927,165,350,3.0
22928,165,356,3.0
22929,165,357,2.0
22930,165,362,3.0
22931,165,364,4.0
22932,165,367,3.0
22933,165,368,3.0
22934,165,374,2.0
22935,165,376,3.0
22936,165,377,3.0
22937,165,380,3.0
22938,165,383,3.0
22939,165,419,2.0
22940,165,434,2.0
22941,165,437,3.0
22942,165,454,5.0
22943,165,455,3.0
22944,165,460,1.0
22945,165,468,3.0
22946,165,480,2.0
22947,165,484,3.0
22948,165,489,1.0
22976,166,5,1.0
22977,166,29,5.0
22978,166,466,1.0
22996,167,12,3.0
22997,167,58,4.0
22998,167,260,4.0
22999,167,318,4.5
23040,168,1,4.5
23041,168,29,5.0
23042,168,32,5.0
23043,168,47,4.5
23044,168,70,4.5
23045,168,104,4.0
23046,168,111,5.0
23047,168,180,5.0
23048,168,223,5.0
23049,168,288,4.5
23050,168,296,5.0
23145,169,8,3.0
23146,169,19,1.0
23147,169,30,4.0
23148,169,97,4.0
23149,169,110,5.0
23150,169,126,2.0
23151,169,146,4.0
23152,169,211,5.0
23153,169,232,5.0
23154,169,252,2.0
23155,169,265,4.0
23156,169,267,1.0
23157,169,274,3.0
23158,169,276,3.0
23159,169,344,1.0
23160,169,356,2.0
23161,169,372,3.0
23162,169,412,3.0
23163,169,414,4.0
23164,169,441,5.0
23165,169,446,5.0
23166,169,450,2.0
23167,169,486,3.0
23168,169,497,4.0
23284,170,1,4.0
23285,170,2,3.0
23286,170,6,4.0
23287,170,21,4.0
23288,170,22,5.0
23289,170,32,5.0
23290,170,42,3.0
23291,170,47,5.0
23292,170,50,4.0
23293,170,70,1.0
23294,170,81,2.0
23295,170,126,1.0
23296,170,198,1.0
23297,170,260,3.0
23298,170,293,5.0
23299,170,296,3.0
23300,170,317,3.0
23301,170,357,5.0
23302,170,367,3.0
23303,170,448,4.0
23487,171,223,5.0
23488,171,356,5.0
23489,171,480,4.0
23514,172,1,5.0
23515,172,19,3.0
23516,172,34,5.0
23517,172,39,3.0
23518,172,47,3.0
23519,172,141,3.0
23520,172,150,3.0
23521,172,151,3.0
23522,172,160,2.0
23523,172,161,4.0
23524,172,168,3.0
23525,172,173,3.0
23526,172,208,3.0
23527,172,231,2.0
23528,172,252,2.0
23529,172,261,3.0
23530,172,265,3.0
23531,172,266,3.0
23532,172,282,3.0
23533,172,288,3.0
23534,172,292,3.0
23535,172,296,3.0
23536,172,300,3.0
23537,172,316,4.0
23538,172,318,5.0
23539,172,329,4.0
23540,172,337,4.0
23541,172,344,3.0
23542,172,349,3.0
23543,172,380,3.0
23544,172,434,3.0
23545,172,435,3.0
23550,173,47,5.0
23551,173,186,1.0
23552,173,236,2.0
23553,173,282,3.0
23579,174,158,1.5
23604,175,1,3.5
23605,175,5,3.0
23606,175,50,4.0
23607,175,105,1.5
23608,175,150,4.0
23609,175,153,3.5
23610,175,165,3.0
